  Frames  Seconds        Occurrences                    PDF                    CDF                  1-CDF              1/CDF               1/(1-CDF)
    4998  83.3000   1087285080591803  5.894184232443548e-05  9.958437812660959e-01  4.215160576228572e-03               1.00                  237.24
    4999  83.3167   1075842200280649  5.832152253979324e-05  9.959021027886357e-01  4.156218733904137e-03               1.00                  240.60
    5000  83.3333   1064479887703577  5.770557034076720e-05  9.959598083589765e-01  4.097897211364343e-03               1.00                  244.03
    5001  83.3500   1053197860158492  5.709397040204608e-05  9.960169023293785e-01  4.040191641023577e-03               1.00                  247.51
    5002  83.3667   1041995831915617  5.648670723418762e-05  9.960733890366127e-01  3.983097670621530e-03               1.00                  251.06
    5003  83.3833   1030873514843531  5.588376521755621e-05  9.961292728018302e-01  3.926610963387343e-03               1.00                  254.67
    5004  83.4000   1019830627384160  5.528512908885806e-05  9.961845579309191e-01  3.870727198169786e-03               1.00                  258.35
    5005  83.4167   1008866884630825  5.469078340327116e-05  9.962392487143223e-01  3.815442069080928e-03               1.00                  262.09
    5006  83.4333    997982004100960  5.410071284738492e-05  9.962933494271697e-01  3.760751285677657e-03               1.00                  265.90
    5007  83.4500    987175701251363  5.351490199608145e-05  9.963468643291659e-01  3.706650572830272e-03               1.00                  269.79
    5008  83.4667    976447689362094  5.293333530624166e-05  9.963997976644721e-01  3.653135670834190e-03               1.00                  273.74
    5009  83.4833    965797683321008  5.235599732190521e-05  9.964521536617940e-01  3.600202335527949e-03               1.00                  277.76
    5010  83.5000    955225400775682  5.178287273671655e-05  9.965039365345306e-01  3.547846338206044e-03               1.00                  281.86
    5011  83.5167    944730555858878  5.121394605378169e-05  9.965551504805844e-01  3.496063465469327e-03               1.00                  286.04
    5012  83.5333    934312860607239  5.064920166257574e-05  9.966057996822471e-01  3.444849519415546e-03               1.00                  290.29
    5013  83.5500    923972033377553  5.008862429518960e-05  9.966558883065422e-01  3.394200317752970e-03               1.00                  294.62
    5014  83.5667    913707789127181  4.953219849943084e-05  9.967054205050416e-01  3.344111693457780e-03               1.00                  299.03
    5015  83.5833    903519845352692  4.897990896075778e-05  9.967544004140024e-01  3.294579494958349e-03               1.00                  303.53
    5016  83.6000    893407910336880  4.843173986514900e-05  9.968028321538676e-01  3.245599585997592e-03               1.00                  308.11
    5017  83.6167    883371704283674  4.788767604482910e-05  9.968507198299124e-01  3.197167846132443e-03               1.00                  312.78
    5018  83.6333    873410942364515  4.734770205921094e-05  9.968980675319716e-01  3.149280170087613e-03               1.00                  317.53
    5019  83.6500    863525342302438  4.681180260602961e-05  9.969448793345776e-01  3.101932468028402e-03               1.00                  322.38
    5020  83.6667    853714618263371  4.627996219018900e-05  9.969911592967678e-01  3.055120665422373e-03               1.00                  327.32
    5021  83.6833    843978482345983  4.575216520452669e-05  9.970369114619724e-01  3.008840703232184e-03               1.00                  332.35
    5022  83.7000    834316652762454  4.522839637329434e-05  9.970821398583456e-01  2.963088538027657e-03               1.00                  337.49
    5023  83.7167    824728844528326  4.470864024745354e-05  9.971268484985931e-01  2.917860141654363e-03               1.00                  342.72
    5024  83.7333    815214775059494  4.419288150808926e-05  9.971710413801012e-01  2.873151501406909e-03               1.00                  348.05
    5025  83.7500    805774152883426  4.368110435444387e-05  9.972147224844556e-01  2.828958619898820e-03               1.00                  353.49
    5026  83.7667    796406697984760  4.317329360685419e-05  9.972578957780625e-01  2.785277515544376e-03               1.00                  359.03
    5027  83.7833    787112125546172  4.266943382534214e-05  9.973005652118878e-01  2.742104221937522e-03               1.00                  364.68
    5028  83.8000    777890153256085  4.216950970576647e-05  9.973427347215936e-01  2.699434788112180e-03               1.00                  370.45
    5029  83.8167    768740495416535  4.167350576040951e-05  9.973844082273540e-01  2.657265278406413e-03               1.00                  376.33
    5030  83.8333    759662864153040  4.118140638356433e-05  9.974255896337375e-01  2.615591772646004e-03               1.00                  382.32
    5031  83.8500    750656977542913  4.069319629217144e-05  9.974662828300297e-01  2.574410366262440e-03               1.00                  388.44
    5032  83.8667    741722550646111  4.020886003960016e-05  9.975064916900693e-01  2.533717169970268e-03               1.00                  394.68
    5033  83.8833    732859300805314  3.972838230296646e-05  9.975462200723723e-01  2.493508309930668e-03               1.00                  401.04
    5034  83.9000    724066936790548  3.925174729466183e-05  9.975854718196669e-01  2.453779927627701e-03               1.00                  407.53
    5035  83.9167    715345178369460  3.877893982325996e-05  9.976242507594902e-01  2.414528180333040e-03               1.00                  414.16
    5036  83.9333    706693740735701  3.830994444937774e-05  9.976625607039395e-01  2.375749240509780e-03               1.00                  420.92
    5037  83.9500    698112341539496  3.784474586680320e-05  9.977004054498064e-01  2.337439296060402e-03               1.00                  427.82
    5038  83.9667    689600695222425  3.738332859538337e-05  9.977377887784018e-01  2.299594550193599e-03               1.00                  434.86
    5039  83.9833    681158513932534  3.692567703063256e-05  9.977747144554324e-01  2.262211221598216e-03               1.00                  442.05
    5040  84.0000    672785515623022  3.647177588276304e-05  9.978111862313152e-01  2.225285544567583e-03               1.00                  449.38
    5041  84.0167    664481415384659  3.602160970681451e-05  9.978472078410220e-01  2.188813768684820e-03               1.00                  456.87
    5042  84.0333    656245929269214  3.557516310992252e-05  9.978827830041319e-01  2.152792158978005e-03               1.00                  464.51
    5043  84.0500    648078767409208  3.513242037833956e-05  9.979179154245102e-01  2.117216995868083e-03               1.00                  472.32
    5044  84.0667    639979649492153  3.469336631629520e-05  9.979526087908266e-01  2.082084575489743e-03               1.00                  480.29
    5045  84.0833    631948290692691  3.425798548337583e-05  9.979868667763099e-01  2.047391209173448e-03               1.00                  488.43
    5046  84.1000    623984408617327  3.382626257099943e-05  9.980206930388810e-01  2.013133223690072e-03               1.00                  496.74
    5047  84.1167    616087717850577  3.339818210676160e-05  9.980540912209876e-01  1.979306961119072e-03               1.00                  505.23
    5048  84.1333    608257930664638  3.297372849290689e-05  9.980870649494806e-01  1.945908779012311e-03               1.00                  513.90
    5049  84.1500    600494764549935  3.255288641456055e-05  9.981196178358952e-01  1.912935050519404e-03               1.00                  522.76
    5050  84.1667    592797934991188  3.213564044811834e-05  9.981517534763433e-01  1.880382164104844e-03               1.00                  531.81
    5051  84.1833    585167157856373  3.172197519075239e-05  9.981834754515341e-01  1.848246523656725e-03               1.00                  541.05
    5052  84.2000    577602143469159  3.131187493907731e-05  9.982147873264731e-01  1.816524548465973e-03               1.00                  550.50
    5053  84.2167    570102611380459  3.090532448991765e-05  9.982456926509630e-01  1.785212673526896e-03               1.00                  560.16
    5054  84.2333    562668276739508  3.050230840148248e-05  9.982761949593645e-01  1.754307349036978e-03               1.00                  570.03
    5055  84.2500    555298857105992  3.010281136265171e-05  9.983062977707271e-01  1.723805040635496e-03               1.00                  580.11
    5056  84.2667    547994067212424  2.970681790904388e-05  9.983360045886362e-01  1.693702229272844e-03               1.00                  590.42
    5057  84.2833    540753619451513  2.931431244943651e-05  9.983653189010856e-01  1.663995411363800e-03               1.00                  600.96
    5058  84.3000    533577230858162  2.892527964426094e-05  9.983942441807299e-01  1.634681098914363e-03               1.00                  611.74
    5059  84.3167    526464617298523  2.853970409059042e-05  9.984227838848205e-01  1.605755819270102e-03               1.00                  622.76
    5060  84.3333    519415494469589  2.815757037632805e-05  9.984509414551969e-01  1.577216115179512e-03               1.00                  634.03
